ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
1432,2,47,1,3,1,1,1,1,0,14,14,97,97,12,12,1,10,2,2,0,2,2,2,2,2,0,0,2,1,1,2,1
1433,1,58,1,5,1,0,1,1,0,16,10,11,97,12,12,1,18,1,2,0,2,0,2,1,1,2,2,0,1,1,1,1
1434,2,35,2,3,5,0,1,1,0,15,9,97,97,12,12,1,2,2,2,0,1,1,2,3,3,0,0,2,1,1,2,1
1435,2,50,2,4,12,1,1,1,0,14,16,16,97,12,12,1,3,2,2,0,1,3,1,1,1,1,1,2,0,0,0,0
1436,2,84,1,2,1,2,1,1,0,17,7,18,97,0,98,5,-1,1,2,0,0,0,1,1,1,2,2,0,0,0,0,0
1437,1,22,2,5,2,0,1,1,0,15,16,97,97,0,12,6,-1,2,2,0,0,2,3,3,1,0,1,2,0,0,0,0
1438,2,29,2,5,4,3,4,1,2,17,16,16,97,12,12,1,2,1,2,0,1,0,1,1,1,1,1,0,1,1,2,2
1439,1,26,2,4,8,1,4,2,1,12,12,97,97,11,11,1,1,2,2,0,1,3,1,2,2,0,0,2,1,1,2,1
1440,2,24,1,1,1,0,2,2,0,16,12,12,16,0,98,1,1,2,2,1,1,2,1,2,2,0,0,2,0,0,0,0
1441,2,99,1,1,3,2,2,2,0,12,12,97,99,11,11,2,3,2,2,9,1,2,2,2,2,0,0,2,1,1,2,1
1442,1,38,1,1,2,0,2,2,0,14,14,12,12,0,10,8,-1,2,2,8,0,2,1,1,1,1,2,2,0,0,0,0
1443,1,31,1,5,3,0,1,1,0,16,18,97,97,12,12,1,1,2,2,0,2,2,2,1,1,1,1,1,0,0,0,0
1444,2,31,1,5,7,1,1,1,0,16,15,97,97,0,12,7,-1,8,8,0,0,2,2,1,1,1,3,2,4,4,2,1
1445,2,30,2,5,3,0,2,1,9,16,20,97,97,11,1,6,-1,2,2,0,0,2,3,1,1,1,8,2,0,0,0,0
1446,1,46,1,1,1,2,2,2,0,18,16,18,18,13,13,1,15,2,1,1,1,0,2,1,1,3,2,0,0,0,0,0
1447,1,49,2,5,2,2,1,1,0,16,12,12,97,9,9,1,27,2,1,0,1,3,3,1,1,1,1,1,0,0,0,0
1448,1,29,1,1,1,0,3,3,0,10,12,98,15,11,12,1,5,2,2,1,1,2,2,2,2,0,0,1,4,4,8,8
1449,2,45,1,3,5,2,2,2,0,10,9,12,97,0,9,6,-1,2,2,0,0,3,2,1,2,1,0,2,4,4,2,1
1450,1,67,2,3,1,7,1,1,0,12,6,97,97,0,11,5,-1,2,2,0,0,0,3,1,1,1,1,0,0,0,0,0
1451,2,34,1,1,2,1,4,3,1,12,8,12,12,12,12,1,16,2,2,3,2,1,1,8,1,0,2,1,0,0,0,0
1452,1,82,2,2,11,2,1,1,0,12,0,97,97,0,12,5,-1,1,2,0,0,0,2,1,1,1,1,0,1,1,2,1
1453,1,44,3,1,6,2,2,2,0,13,12,16,12,12,12,1,15,1,2,3,2,0,1,1,1,8,2,0,0,0,0,0
1454,2,48,1,1,3,3,2,2,0,18,12,16,16,12,12,3,25,1,2,3,2,2,2,1,1,1,1,2,0,0,0,0
1455,2,24,1,5,3,2,5,4,1,8,98,98,97,3,9,7,-1,2,2,0,0,0,3,2,2,0,0,0,1,1,2,1
1456,1,56,1,1,8,2,2,2,0,12,98,16,11,0,98,8,-1,2,2,7,0,8,1,1,1,2,2,8,0,0,0,0
1457,1,65,1,1,6,3,2,2,0,11,98,98,13,9,12,1,0.25,2,2,5,2,1,2,1,1,2,2,1,1,1,8,2
1458,2,48,2,5,8,1,2,2,0,13,9,97,97,12,12,1,2,2,2,0,2,2,3,1,1,9,8,1,0,0,0,0
1459,2,27,2,5,2,2,3,1,2,16,16,97,97,0,1,7,-1,1,2,0,0,2,3,1,1,1,1,2,1,1,2,2
1460,2,55,2,1,2,3,3,3,0,18,16,18,18,12,12,1,0.75,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1
1461,1,25,1,1,1,0,1,1,0,15,13,16,16,0,1,6,-1,2,2,7,0,2,1,1,1,1,1,2,0,0,0,0
1462,2,55,2,3,6,5,1,1,0,12,10,97,97,9,9,1,13,2,2,0,2,3,3,1,1,1,1,2,0,0,0,0
1463,2,71,1,4,1,2,1,1,0,13,98,98,97,0,98,5,-1,8,2,0,0,3,2,2,2,0,0,1,0,0,0,0
1464,1,26,1,5,5,2,4,3,1,12,12,97,97,11,11,1,3,2,1,0,1,0,2,2,2,0,0,0,1,1,2,2
1465,2,59,1,1,1,4,4,4,0,12,12,12,16,10,12,1,35,2,2,4,1,0,1,1,1,2,2,0,0,0,0,0
1466,2,56,1,3,5,1,2,2,0,16,13,20,97,12,12,1,10,2,2,0,2,1,2,1,1,1,1,1,0,0,0,0
1467,2,58,1,3,4,0,1,1,0,20,12,8,97,0,13,8,-1,2,2,0,0,0,3,2,2,0,0,0,1,1,2,1
1468,2,27,2,5,6,1,2,1,9,15,13,97,97,12,12,1,1,1,2,0,2,3,2,2,2,0,0,2,1,1,1,2
1469,2,69,2,1,1,2,1,1,0,13,9,12,15,12,13,1,45,1,2,5,1,1,1,1,1,1,9,1,0,0,0,0
1470,2,30,1,5,2,1,3,2,9,13,16,16,97,1,7,1,0.75,2,2,0,3,0,2,2,2,0,0,0,1,1,2,1
1471,2,71,1,2,1,0,1,1,0,17,7,97,97,12,12,2,4,2,1,0,1,0,1,1,1,2,2,0,0,0,0,0
1472,2,53,2,1,3,5,4,2,9,9,98,98,11,12,12,1,1,1,2,1,3,3,3,3,3,0,0,2,1,1,8,1
1473,1,99,2,3,5,2,1,1,0,14,15,97,97,12,12,1,0.25,2,2,0,3,0,3,1,1,1,1,0,1,1,2,1
1474,2,34,2,1,1,4,4,2,9,11,97,16,14,0,12,1,11,2,2,2,2,3,2,1,1,1,1,2,1,1,2,1
1475,2,37,1,3,1,3,3,3,0,8,9,16,97,10,12,1,2,2,2,0,3,2,3,2,2,0,0,2,0,0,0,0
1476,2,29,2,1,7,3,4,1,1,14,12,98,12,0,9,1,0.25,1,2,1,2,0,2,1,1,1,1,0,0,0,0,0
1477,2,63,1,3,2,2,1,1,0,12,98,98,97,9,11,1,8,2,2,0,2,3,2,2,2,0,0,2,3,1,2,1
1478,2,32,2,5,7,2,4,2,9,16,12,97,97,9,10,3,0.75,2,2,0,1,3,1,1,1,1,1,2,0,0,0,0
1479,1,33,2,5,1,0,1,1,0,16,14,14,97,12,12,1,9,1,2,0,2,0,2,1,1,1,1,0,0,0,0,0
1480,2,79,2,5,9,3,1,1,0,12,98,98,97,0,13,7,-1,2,2,0,0,0,1,1,1,1,1,0,1,1,2,1
1481,1,22,2,5,3,0,1,1,0,12,12,98,97,5,12,2,3,2,2,0,2,2,2,3,1,0,8,2,0,0,0,0
1482,2,24,1,5,1,0,1,1,0,14,12,12,97,12,12,1,6,1,2,0,2,2,2,2,1,0,1,2,1,1,2,1
1483,2,31,1,1,0,0,2,2,0,16,16,16,14,0,12,7,-1,1,2,7,0,2,2,2,1,0,3,2,0,0,0,0
1484,2,43,1,1,1,2,3,2,0,16,12,16,16,10,13,7,-1,2,2,1,0,2,2,1,1,2,2,1,1,1,2,1
1485,2,56,1,3,2,0,1,1,0,16,16,16,97,13,13,1,18,2,1,0,1,1,1,1,1,2,2,2,0,0,0,0
1486,1,54,1,3,1,2,1,1,0,14,14,12,97,9,13,5,-1,2,1,0,0,0,2,8,1,0,2,0,4,4,2,1
1487,1,47,1,1,2,2,4,2,0,12,12,14,16,12,12,1,13,2,2,1,1,1,1,2,2,0,0,2,3,3,2,1
1488,2,72,1,1,3,3,2,2,0,16,12,12,18,0,13,5,-1,2,2,5,0,2,1,1,1,2,2,2,0,0,0,0
1489,1,60,1,1,4,2,2,2,0,18,14,16,17,13,13,5,-1,2,2,7,0,1,1,1,1,2,2,2,0,0,0,0
1490,1,34,1,1,3,2,3,2,1,17,10,97,16,12,12,1,15,1,2,7,1,0,2,1,1,3,2,0,0,0,0,0
1491,1,38,1,1,1,2,2,2,0,16,16,12,16,12,13,1,6,2,2,1,2,1,2,1,1,1,1,2,3,3,2,1
1492,2,58,1,1,0,0,2,2,0,18,16,97,18,13,13,5,-1,2,2,2,0,0,2,1,1,2,2,0,0,0,0,0
1493,2,67,1,3,0,2,1,1,0,16,16,16,97,0,9,4,-1,1,2,0,0,4,3,1,1,1,2,2,3,1,2,1
1494,2,39,3,5,11,3,1,1,0,13,5,97,97,0,8,7,-1,0,0,0,0,1,2,2,2,0,0,2,0,0,0,0
1495,2,75,1,3,1,2,1,1,0,12,12,97,97,0,12,7,-1,2,1,0,0,2,2,1,1,2,2,2,0,0,0,0
1496,2,65,1,1,10,1,1,1,0,14,11,10,12,2,12,3,1,2,2,5,1,2,2,1,1,1,1,2,2,2,2,1
1497,1,56,1,5,1,8,1,1,0,12,12,97,97,0,9,5,-1,2,2,0,0,0,2,2,2,0,0,0,1,1,2,1
1498,2,35,3,3,2,3,4,1,0,14,15,97,97,0,12,7,-1,2,2,0,0,3,2,1,2,1,0,2,1,1,2,1
1499,2,57,2,1,13,4,2,2,0,18,16,97,14,12,12,1,5,2,2,7,1,3,2,1,1,1,1,2,0,0,0,0
1500,1,63,2,1,2,5,2,2,0,13,98,12,13,11,11,1,5,2,2,7,2,0,2,2,2,0,0,0,0,0,0,0
1501,1,29,1,5,3,0,1,1,0,12,98,97,97,11,11,1,2,2,2,0,2,2,2,1,1,1,1,2,2,2,2,1
1502,2,66,1,1,4,2,2,2,0,12,12,12,14,0,12,5,-1,2,2,5,0,3,1,1,1,2,2,2,1,1,2,1
1503,2,58,1,2,4,0,1,1,0,14,6,97,97,0,12,5,-1,2,2,0,0,4,2,1,1,1,1,2,3,3,2,1
1504,2,77,1,1,1,2,3,3,0,16,6,7,14,12,12,1,25,2,1,5,1,2,2,1,1,1,1,1,4,1,1,1
1505,1,38,3,5,6,1,3,2,0,6,6,0,97,12,12,1,15,2,2,0,4,0,2,2,2,0,0,0,8,8,1,1
1506,2,34,1,1,7,4,4,2,1,14,12,97,12,3,12,2,0.75,2,2,1,1,1,1,2,2,0,0,1,0,0,0,0
1507,2,27,2,5,3,2,1,1,0,13,12,97,97,12,12,1,0.75,2,2,0,2,0,3,1,8,1,0,0,1,1,2,1
1508,2,46,1,1,6,5,6,3,0,6,0,0,3,0,10,7,-1,2,1,1,0,3,1,2,2,0,0,2,1,1,2,1
1509,2,45,1,3,3,4,1,1,0,17,12,97,97,5,12,2,0.25,2,1,0,2,0,2,2,1,0,1,0,0,0,0,0
1510,2,23,1,1,3,1,4,2,1,13,6,97,12,9,10,1,0.75,2,2,1,2,3,2,3,2,0,0,2,1,1,2,1
1511,2,25,2,5,7,0,1,1,0,16,16,97,97,12,12,1,2,2,2,0,2,2,1,3,1,0,1,2,0,0,0,0
1512,2,23,3,5,1,0,2,2,0,14,12,10,97,8,11,1,0.75,2,2,0,1,0,2,3,1,0,2,0,2,2,2,1
1513,1,57,1,1,2,2,2,2,0,12,10,97,11,0,12,8,-1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
1514,2,58,1,1,3,2,3,3,0,14,12,16,16,2,98,2,15,2,1,1,1,3,3,2,2,0,0,2,2,2,2,2
1515,2,50,1,3,2,2,2,2,0,8,98,12,97,12,12,1,4,2,2,0,3,3,2,1,2,2,0,2,0,0,0,0
1516,1,70,2,5,8,1,1,1,0,13,98,98,97,0,12,5,-1,2,2,0,0,0,2,2,2,0,0,0,4,4,1,1
1517,2,58,1,4,2,1,1,1,0,14,14,12,97,11,11,1,7,2,2,0,1,1,2,2,2,0,0,2,1,1,2,1
1518,2,68,1,3,10,2,4,4,0,15,0,98,97,0,12,5,-1,1,2,0,0,2,1,1,1,1,1,2,0,0,0,0
1519,2,25,1,1,6,1,4,3,1,14,12,12,11,12,12,2,5,2,2,1,2,0,2,1,2,1,0,0,1,1,2,1
1520,2,68,1,2,6,2,3,3,0,12,5,9,97,0,12,5,-1,2,2,0,0,2,2,2,2,0,0,2,4,2,2,1
1521,2,54,1,3,6,1,1,1,0,12,11,12,97,4,9,2,0.75,2,2,0,2,2,3,2,1,0,2,1,0,0,0,0
1522,2,30,1,3,5,3,4,1,2,10,97,16,97,0,3,7,-1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0
1523,2,64,1,3,0,3,3,2,0,12,12,12,97,9,12,2,5,2,2,0,1,2,2,1,1,1,1,1,1,1,2,2
1524,1,58,1,1,2,3,2,2,0,11,12,6,14,12,12,1,10,2,2,1,1,3,1,1,1,2,2,1,0,0,0,0
1525,2,69,2,1,10,4,2,2,0,0,98,98,11,0,98,8,-1,2,2,8,0,0,8,1,1,1,1,0,1,1,2,8
1526,2,56,1,1,4,3,4,4,0,12,98,16,16,12,12,3,26,1,2,5,2,4,3,1,2,1,0,1,2,2,1,1
1527,2,69,1,1,2,3,2,2,0,10,16,12,11,0,8,5,-1,2,2,4,0,2,2,1,1,2,2,3,0,0,0,0
1528,1,46,1,1,3,2,2,2,0,12,98,5,12,13,13,1,21,1,2,2,1,0,1,2,1,0,2,0,1,1,2,1
1529,1,34,1,3,9,3,4,2,0,11,12,98,97,10,12,1,0.75,2,2,0,3,1,1,2,2,0,0,2,3,3,2,2
1530,2,67,1,3,3,4,1,1,0,13,14,7,97,0,9,5,-1,2,2,0,0,3,1,1,1,2,2,1,1,1,2,1
1531,2,40,1,5,1,2,1,1,0,13,10,12,97,0,1,7,-1,2,2,0,0,3,3,2,1,0,9,1,1,1,2,1
1532,2,44,1,3,2,2,3,2,9,12,12,12,97,0,11,7,-1,2,2,0,0,0,3,2,2,0,0,0,0,0,0,0
1533,2,32,2,5,6,1,3,2,0,15,14,97,97,12,12,1,3,2,2,0,3,2,2,1,1,1,1,1,1,1,2,1
1534,1,33,2,5,3,1,4,4,0,10,12,9,97,9,12,2,0.75,2,2,0,2,0,3,1,1,1,1,0,2,1,2,1
1535,1,35,3,1,6,2,3,3,0,9,8,0,9,11,98,1,2,2,1,1,1,1,1,8,2,0,0,2,2,2,8,8
1536,2,70,3,1,8,2,3,3,0,15,12,11,11,0,12,5,-1,1,2,5,0,0,1,1,1,9,9,0,0,0,0,0
1537,1,59,2,5,0,5,1,1,0,13,98,97,97,1,9,8,-1,1,2,0,0,2,2,1,1,1,2,2,0,0,0,0
1538,2,32,2,5,4,1,3,2,0,9,12,16,97,1,1,1,8,1,2,0,2,0,3,1,1,1,1,0,1,1,2,1
1539,1,53,2,1,6,8,6,2,2,12,12,10,14,10,10,1,2,2,2,6,2,3,2,2,2,0,0,2,1,1,1,1
1540,2,39,2,5,2,2,3,3,0,10,98,12,97,5,98,4,-1,1,2,0,0,3,2,2,2,0,0,2,0,0,0,0
1541,2,43,2,1,6,1,3,2,0,19,15,97,14,12,12,1,16,2,2,1,2,0,2,1,1,1,1,0,0,0,0,0
1542,1,26,2,5,3,3,4,2,2,12,16,97,97,0,12,1,0.25,1,2,0,2,3,1,2,1,0,1,1,2,2,2,2
1543,1,64,3,1,4,2,2,2,0,20,3,10,16,0,12,5,-1,1,2,1,0,1,1,1,1,3,3,1,0,0,0,0
1544,2,62,1,3,2,2,1,1,0,11,9,98,97,7,7,1,2,2,2,0,2,3,3,1,1,1,8,2,0,0,0,0
1545,1,72,1,3,2,3,1,1,0,17,10,6,97,0,12,5,-1,1,2,0,0,2,3,1,1,2,2,1,0,0,0,0
1546,2,58,1,1,3,2,2,2,0,12,12,12,12,12,98,1,18,1,2,1,1,2,2,1,1,2,8,1,1,1,2,1
1547,2,22,1,1,5,0,4,4,0,12,13,11,13,0,12,1,3,2,2,1,2,2,2,3,1,0,3,1,0,0,0,0
1548,1,60,3,1,7,0,2,2,0,11,6,6,11,0,3,1,1,2,1,8,3,0,3,2,2,0,0,0,0,0,0,0
1549,1,42,1,1,1,0,2,2,0,13,12,13,16,12,12,1,22,2,2,7,3,0,2,1,1,2,2,0,1,1,8,8
1550,1,62,1,3,3,7,2,2,0,16,12,5,97,0,12,5,-1,1,2,0,0,2,2,1,1,1,3,1,4,3,2,1
1551,2,39,1,3,1,2,3,1,0,14,9,11,97,0,12,7,-1,1,2,0,0,0,3,1,1,2,2,0,0,0,0,0
1552,2,24,1,1,7,0,2,2,0,12,14,98,12,11,12,1,2,2,2,1,3,2,2,2,1,0,2,2,1,1,2,1
1553,2,38,2,5,7,3,2,2,0,11,11,10,97,0,9,7,-1,2,2,0,0,3,3,1,1,1,1,2,0,0,0,0
1554,2,39,1,1,1,2,4,2,0,14,10,12,14,11,12,1,5,1,2,1,1,0,1,1,1,2,2,0,1,1,2,1
1555,2,32,1,1,1,0,2,2,0,16,16,12,13,12,13,1,1,1,2,1,1,1,1,1,1,2,2,1,0,0,0,0
1556,1,85,1,1,9,2,2,2,0,17,0,0,16,12,13,1,11,8,1,7,1,0,1,1,1,2,2,0,0,0,0,0
1557,1,88,1,2,4,4,1,1,0,10,7,3,97,0,12,5,-1,2,2,0,0,2,3,1,1,2,2,1,0,0,0,0
1558,2,44,1,1,1,1,3,2,0,17,14,16,16,12,12,1,20,1,2,1,1,0,1,1,1,2,2,0,3,2,2,1
1559,1,18,1,5,2,0,3,3,0,12,14,12,97,0,98,7,-1,0,0,0,0,2,2,3,3,0,0,1,0,0,0,0
1560,2,32,2,5,5,3,2,1,1,14,16,16,97,10,10,2,0.25,2,2,0,2,0,2,1,1,1,1,0,0,0,0,0
1561,2,60,2,1,3,3,2,2,0,18,12,11,12,12,12,1,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1
1562,1,99,1,1,3,0,2,2,0,14,14,97,16,12,12,1,7,2,2,1,1,0,1,1,1,2,2,0,0,0,0,0
1563,2,72,2,1,3,0,2,2,0,18,15,12,12,0,12,5,-1,1,2,5,0,3,1,1,1,1,1,2,0,0,0,0
1564,2,61,1,2,3,1,2,2,0,19,14,12,97,11,12,1,4,2,2,0,1,0,2,1,1,2,1,0,0,0,0,0
1565,2,27,2,1,1,2,3,3,0,14,12,12,13,0,12,1,0.75,2,2,1,1,1,2,2,1,0,1,2,1,1,1,2
1566,1,42,2,1,1,6,2,2,0,11,12,11,16,12,12,1,2,2,2,7,2,2,1,1,1,1,1,1,1,1,2,2
1567,1,51,2,4,2,2,1,1,0,16,11,97,97,12,12,1,25,1,2,0,2,0,2,1,1,1,1,0,0,0,0,0
1568,1,38,1,1,3,1,3,2,1,12,12,15,14,12,12,1,11,2,2,2,1,2,1,2,2,0,0,1,0,0,0,0
1569,2,44,1,3,6,1,1,1,0,15,11,12,97,9,9,2,1,2,2,0,2,0,2,1,1,1,2,0,1,1,2,1
1570,1,37,2,5,8,0,1,1,0,17,12,97,97,12,12,1,15,1,2,0,1,2,1,1,1,1,1,1,0,0,0,0
1571,2,73,2,2,10,3,1,1,0,10,9,97,97,0,9,5,-1,2,2,0,0,2,1,1,1,1,1,2,1,1,8,8
1572,1,21,2,5,3,0,3,3,0,15,18,12,97,9,12,6,-1,2,2,0,0,2,3,3,2,0,0,1,0,0,0,0
1573,1,60,3,5,9,0,1,1,0,12,98,97,97,0,13,4,-1,9,9,0,0,3,1,8,2,0,0,2,0,0,0,0
1574,2,70,2,1,7,2,2,2,0,12,9,97,11,5,11,2,2,2,2,5,1,2,3,1,1,1,1,1,2,1,2,1
1575,2,70,2,4,10,3,1,1,0,18,0,0,97,0,13,5,-1,1,2,0,0,2,1,1,1,1,1,1,0,0,0,0
1576,1,89,2,1,1,4,2,2,0,14,16,98,12,0,10,5,-1,2,2,5,0,0,2,1,1,1,1,0,1,1,2,2
1577,2,35,2,5,6,2,3,1,0,11,11,11,97,9,9,1,6,1,2,0,2,2,2,1,1,1,1,2,1,1,2,2
1578,2,51,2,1,3,1,2,2,0,14,12,3,12,12,12,1,11,2,2,1,2,2,2,1,1,1,1,1,0,0,0,0
1579,2,37,1,1,2,1,2,2,0,12,98,12,14,12,12,1,3,2,2,2,1,2,2,2,2,0,0,1,1,1,2,1
1580,1,71,1,1,0,3,2,2,0,15,9,12,18,0,12,5,-1,2,2,5,0,4,2,1,1,2,2,1,1,1,2,2
1581,1,35,1,1,4,1,2,2,0,12,7,7,18,0,12,1,3,2,2,1,1,4,2,1,1,2,2,3,0,0,0,0
1582,1,78,1,1,2,2,2,2,0,14,12,5,14,0,12,5,-1,2,1,5,0,3,2,1,1,2,2,1,1,1,2,1
1583,1,32,1,5,1,1,2,2,0,12,12,97,97,4,12,1,2,2,2,0,3,3,2,2,1,0,2,1,0,0,0,0
1584,1,62,1,3,8,5,1,1,0,14,12,16,97,12,12,1,37,2,2,0,1,0,1,1,1,2,2,0,1,1,2,1
1585,2,41,2,1,1,2,2,2,0,14,97,14,16,12,12,1,12,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0
1586,2,36,1,1,1,1,3,2,1,12,16,16,10,0,10,7,-1,2,1,8,0,0,3,2,2,0,0,0,0,0,0,0
1587,1,20,2,5,6,0,4,4,0,13,16,12,97,0,12,2,0.25,2,2,0,1,0,2,3,1,0,1,0,2,2,1,1
1588,2,36,2,5,11,0,1,1,0,13,20,97,97,3,4,1,1,2,2,0,2,2,2,1,1,1,1,2,2,1,2,2
1589,1,85,1,2,6,5,1,1,0,14,98,8,97,0,12,5,-1,2,2,0,0,1,2,1,1,2,2,1,2,1,2,1
1590,1,71,2,2,5,3,1,1,0,16,5,97,97,0,12,5,-1,1,2,0,0,2,3,1,1,1,1,1,1,1,2,1
1591,1,30,1,5,2,0,1,1,0,16,16,12,97,0,12,1,3,2,2,0,1,1,1,1,1,4,3,1,0,0,0,0
1592,2,81,1,2,7,1,2,2,0,12,8,98,97,0,10,5,-1,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0
1593,1,88,3,1,10,5,1,1,0,11,0,11,18,0,9,5,-1,2,1,5,0,2,2,2,1,0,1,2,1,1,2,2
1594,2,76,1,3,3,4,1,1,0,16,12,12,97,0,12,5,-1,1,2,0,0,2,2,1,1,1,1,2,0,0,0,0
1595,2,59,1,1,3,2,2,2,0,16,13,16,16,12,13,4,-1,2,2,5,0,0,1,1,1,2,2,0,2,1,2,2
1596,2,88,1,2,3,3,1,1,0,14,6,6,97,0,12,5,-1,1,2,0,0,3,2,8,1,0,2,1,1,1,8,1
1597,2,64,1,2,3,0,1,1,0,11,6,98,97,0,10,5,-1,2,1,0,0,3,3,1,1,1,1,2,0,0,0,0
1598,2,75,1,5,1,0,2,2,0,12,16,15,97,0,9,5,-1,2,2,0,0,0,1,1,1,2,2,0,0,0,0,0
1599,2,55,1,3,4,3,1,1,0,9,97,0,97,9,9,1,3,2,2,0,4,3,3,2,2,0,0,2,0,0,0,0
1600,2,55,1,5,4,0,2,2,0,12,5,4,97,12,12,1,37,2,2,0,2,2,1,2,2,0,0,2,0,0,0,0
1601,1,61,3,1,5,2,3,3,0,20,12,20,14,0,11,5,-1,1,2,4,0,0,2,1,1,2,2,0,1,1,2,1
1602,1,38,1,1,2,7,2,2,0,14,12,8,19,8,11,1,0.25,2,2,1,1,3,2,1,1,1,2,2,0,0,0,0
1603,2,50,2,3,2,1,2,2,0,16,14,13,97,0,98,1,0.25,2,2,0,1,0,2,1,1,1,8,0,1,1,2,1
1604,2,54,2,5,5,2,2,1,0,16,98,98,97,8,8,1,7,1,2,0,1,2,3,1,1,1,1,2,1,1,1,2
1605,2,80,1,2,5,4,1,1,0,12,98,98,97,0,13,5,-1,0,0,0,0,1,2,2,2,0,0,2,0,0,0,0
1606,2,33,2,5,1,0,1,1,0,17,14,12,97,12,12,1,1,2,2,0,1,2,2,1,2,1,0,2,2,2,2,1
1607,1,25,1,5,1,1,2,2,0,13,16,14,97,98,98,1,0.75,2,2,0,2,2,2,3,2,0,0,2,0,0,0,0
1608,1,22,3,5,1,0,5,4,0,14,14,11,97,0,13,6,-1,0,0,0,0,0,2,3,2,0,0,0,3,3,2,1
1609,2,38,1,5,7,1,3,3,0,14,14,10,97,12,12,1,6,2,2,0,2,2,2,1,1,1,1,2,1,1,2,1
1610,1,25,1,5,5,0,1,1,0,12,97,12,97,0,10,1,0.25,2,2,0,2,1,2,2,2,0,0,2,0,0,0,0
1611,1,63,1,5,3,2,5,3,0,12,12,9,97,12,12,1,5,2,2,0,1,2,2,2,2,0,0,2,3,1,2,1
1612,1,22,1,5,1,0,3,3,0,13,13,16,97,13,13,1,2,2,2,0,1,2,2,3,2,0,0,2,0,0,0,0
1613,2,40,3,1,4,1,3,2,0,12,16,16,12,12,12,7,-1,2,2,1,0,0,1,2,2,0,0,0,4,1,8,8
1614,2,69,1,1,1,2,2,2,0,12,8,11,9,0,12,5,-1,2,2,2,0,2,2,1,1,1,1,2,1,1,2,1
1615,2,20,1,5,1,0,4,4,0,14,16,16,97,2,98,1,2,2,2,0,2,2,1,3,1,0,1,2,0,0,0,0
1616,1,54,1,1,2,2,2,2,0,12,12,12,14,12,12,1,35,2,2,1,1,0,1,2,1,0,2,0,0,0,0,0
1617,1,19,1,5,1,0,3,3,0,12,16,16,97,2,12,6,-1,2,2,0,0,1,3,3,3,0,0,1,0,0,0,0
1618,1,34,1,5,6,0,1,1,0,14,12,97,97,11,11,1,9,2,2,0,2,2,2,1,1,1,1,2,4,3,2,1
1619,2,59,1,1,7,4,2,2,0,16,14,18,20,0,98,7,-1,2,2,1,0,1,1,1,1,8,2,2,2,2,2,1
1620,1,59,1,1,7,3,2,2,0,17,20,97,18,13,13,1,23,2,1,7,1,0,1,1,1,3,3,0,0,0,0,0
1621,2,44,1,1,10,2,2,2,0,16,12,97,19,0,13,1,0.75,2,2,3,1,2,2,1,1,2,2,1,1,1,8,2
1622,1,34,1,1,1,1,3,2,1,19,18,13,16,12,12,1,1,2,2,1,2,2,2,1,1,1,1,2,0,0,0,0
1623,2,35,1,1,3,1,2,2,0,16,20,19,16,12,12,1,4,2,2,1,2,0,2,1,1,1,1,0,4,2,2,1
1624,2,42,1,1,3,4,5,2,0,16,14,20,19,0,13,7,-1,2,2,1,0,2,1,1,1,2,2,2,2,2,2,1
1625,1,86,1,5,6,0,1,1,0,15,8,8,97,0,12,5,-1,2,2,0,0,0,2,1,1,1,1,0,0,0,0,0
1626,2,32,1,5,8,4,6,2,9,15,16,13,97,11,11,7,-1,2,2,0,0,2,1,1,1,2,2,2,2,1,2,2
1627,2,61,1,3,2,0,1,1,0,12,11,10,97,0,9,8,-1,2,2,0,0,3,2,1,1,1,1,2,0,0,0,0
1628,1,19,1,5,3,0,2,2,0,12,12,12,97,98,98,1,3,2,2,0,2,0,1,3,3,0,0,0,3,1,2,1
1629,1,39,1,1,8,3,4,2,0,12,12,9,14,0,12,8,-1,2,2,1,0,4,2,1,1,8,2,2,1,1,1,1
1630,2,71,1,1,6,4,4,4,0,8,12,12,14,0,12,5,-1,2,2,5,0,0,2,1,2,1,0,0,0,0,0,0
1631,2,49,1,1,9,5,2,2,0,12,6,97,6,0,12,4,-1,2,2,1,0,3,1,1,1,1,1,1,1,1,1,2
1632,1,23,1,5,2,0,5,4,0,12,12,14,97,13,13,1,5,2,2,0,2,2,2,3,1,0,2,1,0,0,0,0
1633,2,56,1,1,11,2,2,2,0,12,12,12,12,11,12,2,1,2,2,5,1,2,2,2,2,0,0,2,0,0,0,0
1634,1,47,1,3,4,5,2,2,0,12,12,12,97,12,12,1,27,1,2,0,1,0,1,2,2,0,0,0,0,0,0,0
1635,2,89,1,2,3,3,1,1,0,12,12,97,97,0,11,5,-1,1,2,0,0,4,2,2,2,0,0,1,1,1,2,1
